Iteration,Hash Function,Speed (s),Collisions,Per-Image Resistance,Second-per-Image Resistance (s),Entropy,Memory Usage (MiB),Efficiency Score
50,SHA-3-256,0.0,8500,True,0.8726258277893066,4.9375,0.0,0.00011770158235064635
50,SHA-3-512,0.0,8501,True,0.6874182224273682,5.90625,0.0,0.00011770114942528596
50,MD5,0.0,8502,True,0.6830356121063232,4.0,0.0,0.00011766090128250244
51,SHA-256,0.0,8502,True,0.6821243762969971,4.8125,0.0,0.00011767215067918756
51,SHA-512,0.0,8500,True,0.6884472370147705,5.71875,0.0,0.00011771240651979453
51,SHA-3-256,0.0,8503,True,0.693009614944458,4.9375,0.0,0.00011766003603338465
51,SHA-3-512,0.0,8501,True,0.6794369220733643,5.90625,0.0,0.00011770114942528596
51,MD5,0.0,8501,True,0.7054040431976318,4.0,0.0,0.00011767474699929257
52,SHA-256,0.0,8504,True,0.7298531532287598,4.8125,0.0,0.0001176444637250635
52,SHA-512,0.0,8504,True,0.7510664463043213,5.71875,0.0,0.00011765700776168435
52,SHA-3-256,0.0,8501,True,0.7544698715209961,4.9375,0.0,0.00011768773031856459
52,SHA-3-512,0.0,8502,True,0.688237190246582,5.90625,0.0,0.00011768729749509804
52,MD5,0.0,8504,True,0.8101489543914795,4.0,0.0,0.00011763321962121965
53,SHA-256,0.0,8501,True,0.6718230247497559,4.8125,0.0,0.00011768599904379987
53,SHA-512,0.0,8501,True,0.7775769233703613,5.71875,0.0,0.00011769855194000178
53,SHA-3-256,0.0,8501,True,0.6845643520355225,4.9375,0.0,0.00011768773031856459
53,SHA-3-512,0.0,8502,True,0.7302677631378174,5.90625,0.0,0.00011768729749509804
53,MD5,0.0,8502,True,0.9539480209350586,4.0,0.0,0.00011766090128250244
54,SHA-256,0.0,8500,True,0.9869132041931152,4.8125,0.0,0.00011769985066831308
54,SHA-512,0.0,8501,True,1.014171838760376,5.71875,0.0,0.00011769855194000178
54,SHA-3-256,0.0,8501,True,1.0631756782531738,4.9375,0.0,0.00011768773031856459
54,SHA-3-512,0.0,8503,True,0.7748925685882568,5.90625,0.0,0.0001176734488249189
54,MD5,0.0,8500,True,0.6922852993011475,4.0,0.0,0.00011768859597504864
55,SHA-256,0.0,8501,True,0.7543096542358398,4.8125,0.0,0.00011768599904379987
55,SHA-512,0.0,8501,True,0.6887552738189697,5.71875,0.0,0.00011769855194000178
55,SHA-3-256,0.0,8503,True,0.7898740768432617,4.9375,0.0,0.00011766003603338465
55,SHA-3-512,0.0,8504,True,0.6874275207519531,5.90625,0.0,0.00011765960341359786
55,MD5,0.0,8502,True,0.7758512496948242,4.0,0.0,0.00011766090128250244
56,SHA-256,0.0,8503,True,0.7173466682434082,4.8125,0.0,0.00011765830557332548
56,SHA-512,0.0,8500,True,0.7042582035064697,5.71875,0.0,0.00011771240651979453
56,SHA-3-256,0.0,8502,True,0.6834540367126465,4.9375,0.0,0.0001176738815465276
56,SHA-3-512,0.0,8500,True,0.7032246589660645,5.90625,0.0,0.00011771500461663395
56,MD5,0.0,8502,True,0.6874113082885742,4.0,0.0,0.00011766090128250244
57,SHA-256,0.0,8501,True,0.6829304695129395,4.8125,0.0,0.00011768599904379987
57,SHA-512,0.0,8504,True,0.6874284744262695,5.71875,0.0,0.00011765700776168435
57,SHA-3-256,0.0,8502,True,0.6894822120666504,4.9375,0.0,0.0001176738815465276
57,SHA-3-512,0.0,8503,True,0.6809897422790527,5.90625,0.0,0.0001176734488249189
57,MD5,0.0,8502,True,0.7110085487365723,4.0,0.0,0.00011766090128250244
58,SHA-256,0.0,8503,True,0.6738631725311279,4.8125,0.0,0.00011765830557332548
58,SHA-512,0.0,8504,True,0.6724586486816406,5.71875,0.0,0.00011765700776168435
58,SHA-3-256,0.0,8502,True,0.7042007446289062,4.9375,0.0,0.0001176738815465276
58,SHA-3-512,0.0,8504,True,0.6882481575012207,5.90625,0.0,0.00011765960341359786
58,MD5,0.0,8500,True,0.6718084812164307,4.0,0.0,0.00011768859597504864
59,SHA-256,0.0,8501,True,0.6741106510162354,4.8125,0.0,0.00011768599904379987
59,SHA-512,0.0,8501,True,0.7210979461669922,5.71875,0.0,0.00011769855194000178
59,SHA-3-256,0.0,8501,True,0.69449782371521,4.9375,0.0,0.00011768773031856459
59,SHA-3-512,0.0,8500,True,0.6802871227264404,5.90625,0.0,0.00011771500461663395
59,MD5,0.0,8501,True,0.6773135662078857,4.0,0.0,0.00011767474699929257
60,SHA-256,0.0,8503,True,0.8290700912475586,4.8125,0.0,0.00011765830557332548
60,SHA-512,0.0,8505,True,0.8347189426422119,5.71875,0.0,0.00011764316621876344
60,SHA-3-256,0.0,8500,True,0.8124125003814697,4.9375,0.0,0.00011770158235064635
60,SHA-3-512,0.0,8501,True,0.9835593700408936,5.90625,0.0,0.00011770114942528596
60,MD5,0.0,8501,True,0.8125119209289551,4.0,0.0,0.00011767474699929257
61,SHA-256,0.0,8502,True,0.7670269012451172,4.8125,0.0,0.00011767215067918756
61,SHA-512,0.0,8500,True,0.8291172981262207,5.71875,0.0,0.00011771240651979453
61,SHA-3-256,0.0,8502,True,0.885793924331665,4.9375,0.0,0.0001176738815465276
61,SHA-3-512,0.0,8500,True,0.8279252052307129,5.90625,0.0,0.00011771500461663395
61,MD5,0.0,8501,True,0.7780025005340576,4.0,0.0,0.00011767474699929257
62,SHA-256,0.0010020732879638672,8502,True,0.616147518157959,4.8125,0.0,0.00011767213680374588
62,SHA-512,0.0,8504,True,0.779895544052124,5.71875,0.0,0.00011765700776168435
62,SHA-3-256,0.0,8502,True,0.9075539112091064,4.9375,0.0,0.0001176738815465276
62,SHA-3-512,0.0,8504,True,0.8339359760284424,5.90625,0.0,0.00011765960341359786
62,MD5,0.0,8502,True,0.7426302433013916,4.0,0.0,0.00011766090128250244
63,SHA-256,0.0,8503,True,0.7035157680511475,4.8125,0.0,0.00011765830557332548
63,SHA-512,0.0,8501,True,0.8010392189025879,5.71875,0.0,0.00011769855194000178
63,SHA-3-256,0.0,8500,True,0.7119038105010986,4.9375,0.0,0.00011770158235064635
63,SHA-3-512,0.0,8503,True,0.756732702255249,5.90625,0.0,0.0001176734488249189
63,MD5,0.0,8502,True,0.6886258125305176,4.0,0.0,0.00011766090128250244
64,SHA-256,0.0,8503,True,0.798121452331543,4.8125,0.0,0.00011765830557332548
64,SHA-512,0.0,8504,True,0.6896975040435791,5.71875,0.0,0.00011765700776168435
64,SHA-3-256,0.0,8502,True,0.7325882911682129,4.9375,0.0,0.0001176738815465276
64,SHA-3-512,0.0,8501,True,0.6886990070343018,5.90625,0.0,0.00011770114942528596
64,MD5,0.0,8503,True,0.7519693374633789,4.0,0.0,0.00011764705882352803
65,SHA-256,0.0,8502,True,0.6925990581512451,4.8125,0.0,0.00011767215067918756
65,SHA-512,0.0009968280792236328,8502,True,0.74143385887146,5.71875,0.0,0.00011768468681539615
65,SHA-3-256,0.0,8503,True,0.7188241481781006,4.9375,0.0,0.00011766003603338465
65,SHA-3-512,0.0,8503,True,0.707122802734375,5.90625,0.0,0.0001176734488249189
65,MD5,0.0,8504,True,0.7440476417541504,4.0,0.0,0.00011763321962121965
66,SHA-256,0.0,8501,True,0.6729586124420166,4.8125,0.0,0.00011768599904379987
66,SHA-512,0.0,8501,True,0.7223539352416992,5.71875,0.0,0.00011769855194000178
66,SHA-3-256,0.0,8501,True,0.7182915210723877,4.9375,0.0,0.00011768773031856459
66,SHA-3-512,0.0,8503,True,0.6670489311218262,5.90625,0.0,0.0001176734488249189
66,MD5,0.0,8503,True,0.7086954116821289,4.0,0.0,0.00011764705882352803
67,SHA-256,0.0,8501,True,0.7235467433929443,4.8125,0.0,0.00011768599904379987
67,SHA-512,0.0,8502,True,0.6897180080413818,5.71875,0.0,0.00011768470062115317
67,SHA-3-256,0.0,8502,True,0.7548365592956543,4.9375,0.0,0.0001176738815465276
67,SHA-3-512,0.0,8502,True,0.7632932662963867,5.90625,0.0,0.00011768729749509804
67,MD5,0.0,8503,True,0.6889674663543701,4.0,0.0,0.00011764705882352803
68,SHA-256,0.0,8504,True,0.7599570751190186,4.8125,0.0,0.0001176444637250635
68,SHA-512,0.0,8501,True,0.7163553237915039,5.71875,0.0,0.00011769855194000178
68,SHA-3-256,0.0,8503,True,0.7141714096069336,4.9375,0.0,0.00011766003603338465
68,SHA-3-512,0.0,8504,True,0.857224702835083,5.90625,0.0,0.00011765960341359786
68,MD5,0.0,8501,True,0.7365286350250244,4.0,0.0,0.00011767474699929257
69,SHA-256,0.0,8502,True,0.7768630981445312,4.8125,0.0,0.00011767215067918756
69,SHA-512,0.0,8502,True,0.8255486488342285,5.71875,0.0,0.00011768470062115317
69,SHA-3-256,0.0,8503,True,0.6979498863220215,4.9375,0.0,0.00011766003603338465
69,SHA-3-512,0.0,8500,True,0.6870622634887695,5.90625,0.0,0.00011771500461663395
69,MD5,0.0,8501,True,0.6878454685211182,4.0,0.0,0.00011767474699929257
70,SHA-256,0.0,8503,True,0.7015981674194336,4.8125,0.0,0.00011765830557332548
70,SHA-512,0.0,8500,True,0.8925151824951172,5.71875,0.0,0.00011771240651979453
70,SHA-3-256,0.0,8500,True,0.7998721599578857,4.9375,0.0,0.00011770158235064635
70,SHA-3-512,0.0,8500,True,0.7102217674255371,5.90625,0.0,0.00011771500461663395
70,MD5,0.0,8500,True,0.829430103302002,4.0,0.0,0.00011768859597504864
71,SHA-256,0.0,8501,True,0.7886693477630615,4.8125,0.0,0.00011768599904379987
71,SHA-512,0.0,8502,True,0.7211098670959473,5.71875,0.0,0.00011768470062115317
71,SHA-3-256,0.0,8502,True,0.7890505790710449,4.9375,0.0,0.0001176738815465276
71,SHA-3-512,0.0,8505,True,0.7186675071716309,5.90625,0.0,0.00011764576125998471
71,MD5,0.0,8503,True,0.7555084228515625,4.0,0.0,0.00011764705882352803
72,SHA-256,0.0,8501,True,0.8040106296539307,4.8125,0.0,0.00011768599904379987
72,SHA-512,0.0,8502,True,0.7273619174957275,5.71875,0.0,0.00011768470062115317
72,SHA-3-256,0.0,8501,True,0.6881668567657471,4.9375,0.0,0.00011768773031856459
72,SHA-3-512,0.0,8500,True,0.6874289512634277,5.90625,0.0,0.00011771500461663395
72,MD5,0.0,8500,True,0.7305433750152588,4.0,0.0,0.00011768859597504864
73,SHA-256,0.0,8502,True,1.399123191833496,4.8125,0.0,0.00011767215067918756
73,SHA-512,0.0016050338745117188,8503,True,0.8606777191162109,5.71875,0.0,0.0001176708303381133
73,SHA-3-256,0.0,8501,True,0.8981838226318359,4.9375,0.0,0.00011768773031856459
73,SHA-3-512,0.0,8501,True,0.7343049049377441,5.90625,0.0,0.00011770114942528596
73,MD5,0.0,8502,True,0.7031338214874268,4.0,0.0,0.00011766090128250244
74,SHA-256,0.0,8500,True,0.7524998188018799,4.8125,0.0,0.00011769985066831308
74,SHA-512,0.0,8502,True,0.718644380569458,5.71875,0.0,0.00011768470062115317
74,SHA-3-256,0.0,8501,True,0.7186710834503174,4.9375,0.0,0.00011768773031856459
74,SHA-3-512,0.0,8502,True,0.6874659061431885,5.90625,0.0,0.00011768729749509804
74,MD5,0.0,8501,True,0.7195940017700195,4.0,0.0,0.00011767474699929257
75,SHA-256,0.0,8503,True,0.7050042152404785,4.8125,0.0,0.00011765830557332548
75,SHA-512,0.0,8501,True,0.7186834812164307,5.71875,0.0,0.00011769855194000178
75,SHA-3-256,0.0,8501,True,0.7343747615814209,4.9375,0.0,0.00011768773031856459
75,SHA-3-512,0.0,8501,True,0.7031168937683105,5.90625,0.0,0.00011770114942528596
75,MD5,0.0,8502,True,0.7499182224273682,4.0,0.0,0.00011766090128250244
76,SHA-256,0.0,8500,True,0.7186858654022217,4.8125,0.0,0.00011769985066831308
76,SHA-512,0.0,8500,True,0.7186594009399414,5.71875,0.0,0.00011771240651979453
76,SHA-3-256,0.0,8500,True,0.7099509239196777,4.9375,0.0,0.00011770158235064635
76,SHA-3-512,0.0,8502,True,0.7592902183532715,5.90625,0.0,0.00011768729749509804
76,MD5,0.0,8501,True,0.6909811496734619,4.0,0.0,0.00011767474699929257
77,SHA-256,0.0,8503,True,0.7296340465545654,4.8125,0.0,0.00011765830557332548
77,SHA-512,0.0,8501,True,0.7317020893096924,5.71875,0.0,0.00011769855194000178
77,SHA-3-256,0.0,8501,True,0.7331359386444092,4.9375,0.0,0.00011768773031856459
77,SHA-3-512,0.0,8502,True,0.7178516387939453,5.90625,0.0,0.00011768729749509804
77,MD5,0.0,8501,True,0.7406625747680664,4.0,0.0,0.00011767474699929257
78,SHA-256,0.0,8502,True,0.8120086193084717,4.8125,0.0,0.00011767215067918756
78,SHA-512,0.0,8501,True,0.7414319515228271,5.71875,0.0,0.00011769855194000178
78,SHA-3-256,0.0,8502,True,0.7702162265777588,4.9375,0.0,0.0001176738815465276
78,SHA-3-512,0.0,8502,True,0.843329668045044,5.90625,0.0,0.00011768729749509804
78,MD5,0.0,8501,True,0.7147877216339111,4.0,0.0,0.00011767474699929257
79,SHA-256,0.0,8500,True,0.7985200881958008,4.8125,0.0,0.00011769985066831308
79,SHA-512,0.0,8500,True,0.8360414505004883,5.71875,0.0,0.00011771240651979453
79,SHA-3-256,0.0,8502,True,0.8308730125427246,4.9375,0.0,0.0001176738815465276
79,SHA-3-512,0.0,8502,True,0.8135330677032471,5.90625,0.0,0.00011768729749509804
79,MD5,0.0,8500,True,0.7548682689666748,4.0,0.0,0.00011768859597504864
80,SHA-256,0.0,8501,True,0.7680315971374512,4.8125,0.0,0.00011768599904379987
80,SHA-512,0.0,8502,True,0.7308743000030518,5.71875,0.0,0.00011768470062115317
80,SHA-3-256,0.0,8500,True,0.7550044059753418,4.9375,0.0,0.00011770158235064635
80,SHA-3-512,0.0,8503,True,0.768610954284668,5.90625,0.0,0.0001176734488249189
80,MD5,0.0,8501,True,0.8360998630523682,4.0,0.0,0.00011767474699929257
81,SHA-256,0.0,8501,True,0.739783525466919,4.8125,0.0,0.00011768599904379987
81,SHA-512,0.0,8500,True,0.688018798828125,5.71875,0.0,0.00011771240651979453
81,SHA-3-256,0.0,8502,True,0.6873607635498047,4.9375,0.0,0.0001176738815465276
81,SHA-3-512,0.0,8501,True,0.7309961318969727,5.90625,0.0,0.00011770114942528596
81,MD5,0.0,8501,True,0.8272922039031982,4.0,0.0,0.00011767474699929257
82,SHA-256,0.0,8500,True,1.0133910179138184,4.8125,0.0,0.00011769985066831308
82,SHA-512,0.0,8500,True,0.7030370235443115,5.71875,0.0,0.00011771240651979453
82,SHA-3-256,0.0,8506,True,0.7811579704284668,4.9375,0.0,0.0001176185190358208
82,SHA-3-512,0.0,8501,True,0.7030513286590576,5.90625,0.0,0.00011770114942528596
82,MD5,0.0,8500,True,0.7654783725738525,4.0,0.0,0.00011768859597504864
83,SHA-256,0.0,8502,True,0.7029802799224854,4.8125,0.0,0.00011767215067918756
83,SHA-512,0.0,8502,True,0.7030496597290039,5.71875,0.0,0.00011768470062115317
83,SHA-3-256,0.0,8502,True,0.715087890625,4.9375,0.0,0.0001176738815465276
83,SHA-3-512,0.0,8501,True,0.9463770389556885,5.90625,0.0,0.00011770114942528596
83,MD5,0.0,8503,True,0.7967932224273682,4.0,0.0,0.00011764705882352803
84,SHA-256,0.0,8503,True,0.8607714176177979,4.8125,0.0,0.00011765830557332548
84,SHA-512,0.0,8506,True,1.0416083335876465,5.71875,0.0,0.00011762932793218531
84,SHA-3-256,0.0,8502,True,0.7198441028594971,4.9375,0.0,0.0001176738815465276
84,SHA-3-512,0.0,8503,True,0.7122724056243896,5.90625,0.0,0.0001176734488249189
84,MD5,0.0,8501,True,0.6813645362854004,4.0,0.0,0.00011767474699929257
85,SHA-256,0.0,8503,True,0.7033638954162598,4.8125,0.0,0.00011765830557332548
85,SHA-512,0.0,8502,True,0.6887719631195068,5.71875,0.0,0.00011768470062115317
85,SHA-3-256,0.0,8502,True,0.689232349395752,4.9375,0.0,0.0001176738815465276
85,SHA-3-512,0.0,8501,True,0.6896436214447021,5.90625,0.0,0.00011770114942528596
85,MD5,0.0,8501,True,0.687565803527832,4.0,0.0,0.00011767474699929257
86,SHA-256,0.0,8500,True,0.7030529975891113,4.8125,0.0,0.00011769985066831308
86,SHA-512,0.0,8501,True,0.6980056762695312,5.71875,0.0,0.00011769855194000178
86,SHA-3-256,0.0,8500,True,0.6867170333862305,4.9375,0.0,0.00011770158235064635
86,SHA-3-512,0.0,8502,True,0.6910710334777832,5.90625,0.0,0.00011768729749509804
86,MD5,0.0,8501,True,0.672980546951294,4.0,0.0,0.00011767474699929257
87,SHA-256,0.0,8504,True,0.687828540802002,4.8125,0.0,0.0001176444637250635
87,SHA-512,0.0,8502,True,0.6933839321136475,5.71875,0.0,0.00011768470062115317
87,SHA-3-256,0.0,8500,True,0.7182309627532959,4.9375,0.0,0.00011770158235064635
87,SHA-3-512,0.0,8501,True,1.672842025756836,5.90625,0.0,0.00011770114942528596
87,MD5,0.0,8502,True,0.6830120086669922,4.0,0.0,0.00011766090128250244
88,SHA-256,0.0,8503,True,0.7196440696716309,4.8125,0.0,0.00011765830557332548
88,SHA-512,0.0,8500,True,0.821563720703125,5.71875,0.0,0.00011771240651979453
88,SHA-3-256,0.0,8502,True,0.7344822883605957,4.9375,0.0,0.0001176738815465276
88,SHA-3-512,0.0,8503,True,0.6934785842895508,5.90625,0.0,0.0001176734488249189
88,MD5,0.0,8501,True,0.7186729907989502,4.0,0.0,0.00011767474699929257
89,SHA-256,0.0,8502,True,0.746751070022583,4.8125,0.0,0.00011767215067918756
89,SHA-512,0.0,8500,True,1.6259820461273193,5.71875,0.0,0.00011771240651979453
89,SHA-3-256,0.0,8501,True,0.754539966583252,4.9375,0.0,0.00011768773031856459
89,SHA-3-512,0.0,8500,True,0.6817748546600342,5.90625,0.0,0.00011771500461663395
89,MD5,0.0,8501,True,0.718106746673584,4.0,0.0,0.00011767474699929257
90,SHA-256,0.0,8503,True,0.7197556495666504,4.8125,0.0,0.00011765830557332548
90,SHA-512,0.0,8502,True,0.7629828453063965,5.71875,0.0,0.00011768470062115317
90,SHA-3-256,0.0,8504,True,0.7912349700927734,4.9375,0.0,0.00011764619377798554
90,SHA-3-512,0.0,8504,True,0.8302836418151855,5.90625,0.0,0.00011765960341359786
90,MD5,0.0,8502,True,0.7510807514190674,4.0,0.0,0.00011766090128250244
91,SHA-256,0.0,8501,True,0.7511124610900879,4.8125,0.0,0.00011768599904379987
91,SHA-512,0.0,8502,True,0.7792327404022217,5.71875,0.0,0.00011768470062115317
91,SHA-3-256,0.0,8502,True,0.6893534660339355,4.9375,0.0,0.0001176738815465276
91,SHA-3-512,0.0,8503,True,0.8361420631408691,5.90625,0.0,0.0001176734488249189
91,MD5,0.0,8503,True,0.7044217586517334,4.0,0.0,0.00011764705882352803
92,SHA-256,0.0,8504,True,0.7539472579956055,4.8125,0.0,0.0001176444637250635
92,SHA-512,0.0,8505,True,0.7423624992370605,5.71875,0.0,0.00011764316621876344
92,SHA-3-256,0.0,8502,True,0.7710826396942139,4.9375,0.0,0.0001176738815465276
92,SHA-3-512,0.0,8502,True,0.8183412551879883,5.90625,0.0,0.00011768729749509804
92,MD5,0.0,8502,True,0.7376527786254883,4.0,0.0,0.00011766090128250244
93,SHA-256,0.0,8502,True,0.7136898040771484,4.8125,0.0,0.00011767215067918756
93,SHA-512,0.0,8500,True,0.8359320163726807,5.71875,0.0,0.00011771240651979453
93,SHA-3-256,0.0,8500,True,0.8188652992248535,4.9375,0.0,0.00011770158235064635
93,SHA-3-512,0.0,8501,True,0.8379116058349609,5.90625,0.0,0.00011770114942528596
93,MD5,0.0,8501,True,0.7418820858001709,4.0,0.0,0.00011767474699929257
94,SHA-256,0.0,8502,True,0.8597064018249512,4.8125,0.0,0.00011767215067918756
94,SHA-512,0.0,8501,True,0.7959418296813965,5.71875,0.0,0.00011769855194000178
94,SHA-3-256,0.0,8500,True,0.8213486671447754,4.9375,0.0,0.00011770158235064635
94,SHA-3-512,0.0,8504,True,0.8177182674407959,5.90625,0.0,0.00011765960341359786
94,MD5,0.0,8504,True,0.7188682556152344,4.0,0.0,0.00011763321962121965
95,SHA-256,0.0,8504,True,0.7186658382415771,4.8125,0.0,0.0001176444637250635
95,SHA-512,0.0,8500,True,0.6962137222290039,5.71875,0.0,0.00011771240651979453
95,SHA-3-256,0.0,8502,True,0.7217564582824707,4.9375,0.0,0.0001176738815465276
95,SHA-3-512,0.0,8502,True,0.6874425411224365,5.90625,0.0,0.00011768729749509804
95,MD5,0.0,8501,True,0.8082890510559082,4.0,0.0,0.00011767474699929257
96,SHA-256,0.0,8501,True,0.8045089244842529,4.8125,0.0,0.00011768599904379987
96,SHA-512,0.0,8504,True,0.7033140659332275,5.71875,0.0,0.00011765700776168435
96,SHA-3-256,0.0,8502,True,0.6879937648773193,4.9375,0.0,0.0001176738815465276
96,SHA-3-512,0.0,8502,True,0.7399818897247314,5.90625,0.0,0.00011768729749509804
96,MD5,0.0,8504,True,0.7465066909790039,4.0,0.0,0.00011763321962121965
97,SHA-256,0.0,8502,True,0.8449537754058838,4.8125,0.0,0.00011767215067918756
97,SHA-512,0.0,8503,True,0.8274109363555908,5.71875,0.0,0.00011767085256209757
97,SHA-3-256,0.0,8501,True,0.8003311157226562,4.9375,0.0,0.00011768773031856459
97,SHA-3-512,0.0,8502,True,0.7937221527099609,5.90625,0.0,0.00011768729749509804
97,MD5,0.0,8503,True,0.7736461162567139,4.0,0.0,0.00011764705882352803
98,SHA-256,0.0,8500,True,0.7081401348114014,4.8125,0.0,0.00011769985066831308
98,SHA-512,0.0,8500,True,0.821110725402832,5.71875,0.0,0.00011771240651979453
98,SHA-3-256,0.0,8501,True,0.794395923614502,4.9375,0.0,0.00011768773031856459
98,SHA-3-512,0.0,8500,True,0.8035910129547119,5.90625,0.0,0.00011771500461663395
98,MD5,0.0,8501,True,0.8279714584350586,4.0,0.0,0.00011767474699929257
99,SHA-256,0.0,8500,True,0.7287776470184326,4.8125,0.0,0.00011769985066831308
99,SHA-512,0.0,8502,True,0.765474796295166,5.71875,0.0,0.00011768470062115317
99,SHA-3-256,0.0,8501,True,0.7185983657836914,4.9375,0.0,0.00011768773031856459
99,SHA-3-512,0.0,8502,True,0.7655351161956787,5.90625,0.0,0.00011768729749509804
99,MD5,0.015622377395629883,8503,True,0.7655313014984131,4.0,0.0,0.00011764684259724868
100,SHA-256,0.0,8504,True,0.7566306591033936,4.8125,0.0,0.0001176444637250635
100,SHA-512,0.0,8503,True,0.7515606880187988,5.71875,0.0,0.00011767085256209757
100,SHA-3-256,0.0,8503,True,0.9877972602844238,4.9375,0.0,0.00011766003603338465
100,SHA-3-512,0.0,8502,True,0.7284226417541504,5.90625,0.0,0.00011768729749509804
100,MD5,0.0,8503,True,0.74275803565979,4.0,0.0,0.00011764705882352803
